BUS_SERVICE_NAME_TXT,OPR_DESC_TXT,ORIG_DEST_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,BUS_STOP_CD,BUS_STOP_DESC_TXT,RD_NAM_TXT,LONGTD_TXT,LATTD_TXT,OP_HR_TXT,FARE_TXT,CONTACT_TXT
PBS 526 ,ComfortDelGro Bus Pte Ltd,Hougang Avenue 1 to Upper Cross Street,1,15,3151,Opp GB Building,Cecil Street,103.8477623,1.278921246,One trip at 8.00am,$4.50,"Email: enquiry@comfortdelgrobus.com.sg
Tel: 6553 3838
Fax: 6456 0922
Address: 205 Braddell Road S(579701) "
PBS 526 ,ComfortDelGro Bus Pte Ltd,Hougang Avenue 1 to Upper Cross Street,1,16,6171,Opp State Court,Upper Cross Street,103.8424479,1.286077301,One trip at 8.00am,$4.50,"Email: enquiry@comfortdelgrobus.com.sg
Tel: 6553 3838
Fax: 6456 0922
Address: 205 Braddell Road S(579701) "
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,1,13051,Opp Valley Point,River Valley Road,103.8263656,1.293343059,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,2,13062,Stellar RV,River Valley Road,103.8285255,1.294849549,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,3,13071,Opp ERC Institute,River Valley Road,103.8322513,1.296361993,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,4,13081,St. Thomas Walk,River Valley Road,103.8362428,1.295911389,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,5,13091,Aft Kim Yam Road,River Valley Road,103.8393781,1.295931389,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,6,13101,Opp Mohammad Sultan Road,River Valley Road,103.8423121,1.294141627,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,7,4339,Fort Canning Station Exit B,River Valley Road,103.845005,1.292211000,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,8,4219,Opp Clarke Quay,River Valley Road,103.8468678,1.290968028,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,9,5319,OCBC Centre,Church Street,103.8490869,1.284496673,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,10,3129,UIC Building,Shenton Way,103.8495672,1.278070035,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,11,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 530,EML Transport Service Pte Ltd,River Valley Road to Shenton Way,1,12,3218,Opp MAS Building,Shenton Way,103.8468781,1.274116652,One trip at 8.30am,$4.50,Email: yi_hsien1987@hotmail.com
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,2,96129,Melville Park,Simei Road,103.9579512,1.347458355,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,3,96189,Blk 166,Simei Road,103.9579362,1.345297803,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,4,96261,Blk 233,Simei Street 3,103.9558594,1.344049672,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,5,96161,Opp Simei Station,Simei Street 3,103.9535402,1.342118939,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,6,96251,Bef Changi General Hospital,Simei Street 3,103.9513803,1.340266979,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,7,96109,Opp Blk 3012,Simei Avenue,103.9506733,1.337371182,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,8,85079,Flextronic,Upper Changi Road,103.9501523,1.333948900,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,9,85089,Bef Jalan Chempaka Kuning,Upper Changi Road,103.9488033,1.333380024,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,10,85069,Bedok Market Place,Bedok Road,103.9474078,1.331724341,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,11,85059,Bef Jalan Chempaka Kuning,Bedok Road,103.9490661,1.329502222,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,12,85049,Opp Man Fatt Lam Temple,Bedok Road,103.9512487,1.326719987,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,13,85039,Opp Excelsior Gardens,Bedok Road,103.9529859,1.324424974,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,14,85029,Aft Bedok Methodist Church,Bedok Road,103.9542997,1.322618056,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,15,85019,Eastwood Centre,Bedok Road,103.9553447,1.321288333,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,16,94079,Bedok Camp 2,Upper East Coast Road,103.9552433,1.319620006,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,17,94069,Opp Kew Green Condo,Upper East Coast Road,103.9508566,1.318096686,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,18,94059,Temasek Sec Sch,Upper East Coast Road,103.9479809,1.317071377,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,19,94049,Fairview Court,Upper East Coast Road,103.9448211,1.316164433,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,20,94089,Calvary Assembly of God Church,Upper East Coast Road,103.9429414,1.315363333,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,21,94039,Opp The Summit ,Upper East Coast Road,103.9406633,1.314853640,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,22,93131,Opp Eastern Lagoon II,Bedok South Avenue 1,103.9341583,1.312778334,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,23,2149,Suntec Tower Three,Temasek Boulevard,103.8595553,1.295604598,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,24,2161,Opp Millenia Tower,Temasek Avenue,103.8609316,1.292685535,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,25,2051,Seating Gallery,Raffles Avenue,103.8589172,1.289516698,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,26,2061,The Esplanade,Raffles Avenue,103.8564966,1.289872008,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,27,3019,OUE Bayfront,Collyer Quay,103.8531081,1.284245000,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,28,3129,UIC Building,Shenton Way,103.8495672,1.278070035,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,29,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,1,30,3218,Opp MAS Building,Shenton Way,103.8468781,1.274116652,Two trips at 7.40am and 7.55am / 15 mins,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,1,3222,Hub Synergy Point,Anson Road,103.8448956,1.273978369,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,2,3111,Aft Capital Tower,Robinson Road,103.8481012,1.277825954,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,3,3071,Opp So Sofitel Singapore,Robinson Road,103.8493803,1.279921325,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,4,3011,Fullerton Square,Fullerton Road,103.853336,1.285597589,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,5,2111,Esplanade Bridge,Esplanade Drive,103.8545342,1.290955923,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,6,2151,Suntec Convention Centre,Temasek Boulevard,103.8578462,1.293177763,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,7,2161,Opp Millenia Tower,Temasek Avenue,103.8609316,1.292685535,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,8,93139,Eastern Lagoon II,Bedok South Avenue 1,103.9338526,1.312786415,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,9,94031,The Summit,Upper East Coast Road,103.9408994,1.315046708,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,10,94041,Opp Fairview Court,Upper East Coast Road,103.9443058,1.316194391,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,11,94051,Opp Temasek Secondary School,Upper East Coast Road,103.9473796,1.317102450,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,12,94061,Kew Green Condo,Upper East Coast Road,103.9513833,1.318436667,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,13,94071,Opp Bedok Camp 2,Upper East Coast Road,103.9551488,1.319901937,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,14,85021,Country Park,Bedok Road,103.9546847,1.321903056,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,15,85031,Excelsior Gardens,Bedok Road,103.9523202,1.325011151,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,16,85041,Man Fatt Lam Temple,Bedok Road,103.9511642,1.326464710,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,17,85051,Aft Jalan Chempaka Kuning,Bedok Road,103.9488012,1.329569683,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,18,85061,Opp Bedok Market Place,Bedok Road,103.9473535,1.331504998,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,19,85081,Bef Jalan Pari Burong,Upper Changi Road,103.9471998,1.332923314,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,20,85071,Bef Changi Fire Station,Upper Changi Road,103.9498517,1.334076531,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,21,96101,Blk 3012,Simei Avenue,103.9510569,1.336385009,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,22,96259,Aft Changi General Hospital,Simei Street 3,103.9512468,1.340430193,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,23,96169,Simei Station,Simei Street 3,103.9534661,1.342262222,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,24,95269,Blk 146,Simei Street 3,103.9558876,1.344317817,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,25,96181,Blk 151,Simei Road,103.9577053,1.345630537,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 531,Commute Solutions Group Pte Ltd,Simei - Shenton Way/ Anson Road,2,1,96121,Metta Welfare Association,Simei Road,103.9577602,1.347193606,One trip at 6.15pm,$5.50 (card) / $7.00(cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,2,20201,Teban Garden Post Office,Teban Gardens Road,103.7434053,1.321276111,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,3,20211,Blk 41,Teban Gardens Road,103.74184,1.321771939,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,4,20231,Bef Hasanah Mosque,Teban Gardens Road,103.739444,1.322344073,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,5,20179,Aft Teban Gardens Road,West Coast Road,103.7391007,1.320002120,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,6,20169,Blk 35,West Coast Road,103.7425125,1.319283478,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,7,20159,Blk 411,West Coast Road,103.7464017,1.318511375,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,8,20149,Blk 408,West Coast Road,103.7489727,1.317959697,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,9,20139,Opp Angliss Building,West Coast Road,103.7520438,1.315841669,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,10,20289,The Japanese Sec Sch,West Coast Highway,103.7550342,1.312488018,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,11,20299,Opp Tanglin Sec Sch,West Coast Road,103.7585754,1.310928042,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,12,17079,Blk 512,West Coast Road,103.7599936,1.309683042,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,13,17069,Opp Blk 701,West Coast Road,103.7621407,1.307766372,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,14,17049,Blk 601,West Coast Road,103.7645982,1.304706382,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,15,17039,Opp Kent Ridge Sec Sch,West Coast Road,103.7660643,1.301531646,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,16,17389,Opp West Bay Resort Condo,West Coast Road,103.7670019,1.299081389,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,17,17029,Opp Waseda Shibuya Senior High Sch,West Coast Road,103.767103,1.296945701,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,18,17019,Varsity Park,West Coast Road,103.7670518,1.293797479,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,19,3223,International Plaza,Anson Road,103.8463247,1.275703395,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,20,3151,Opp GB Building,Cecil Street ,103.8477623,1.278921246,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,21,3021,Prudential Tower,Cecil Street ,103.849989,1.282555246,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,22,3011,Fullerton Square,Fullerton Road,103.853336,1.285597589,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,23,2089,Pan Pacific Hotel,Raffles Boulevard,103.8592673,1.291533235,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,24,2169,Centennial Tower,Temasek Avenue,103.8607085,1.293338368,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 533,Aedge Holdings Pte Ltd,Teban Gardens Road to Beach Road,1,25,2159,Opp Suntec Convention Centre,Temasek Boulevard,103.8584067,1.293608112,One trip at 7.30am,$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
